Group,NEWID,AGE_REF,EDUC_REF,SEX_REF,RACE_REF,OCCU_REF,MARITAL,FAM_Size,FAM_Income,REASON_NOT_WORKING,URBAN/RURAL AREA,US DIVISION/STATE,BUILDING TYPE,NO. OF VEH OWNED,TOTAL_TIME,VISITWKDAY,ENTERTAINMENT_EXP,ELCTRC_EXP,FOOD_EXP,WATER_EXP,NAT_GAS_EXP,TRANS_EXP,HEALTH_EXP,TELEPH_EXP,EHOUS_EXP
4,4467261,62,12,2,1,11,3,1,45736,0,1,2,1,1,5650,6,250,243,1179.3333,0,143,244,1203,174,2238.333
1,4467391,63,16,2,1,10,1,2,0,0,1,3,1,0,2939,5,0,212,866.6667,0,0,340,0,0,628.667
4,4467701,64,15,1,1,0,1,2,138800,1,2,,1,2,3316,7,114,260,2688.3333,126,0,517,2940,71,2928.667
3,4467801,73,13,1,1,0,2,1,46446,1,1,6,1,2,4495,7,618,421,1204.6667,217,75,174,2938,154,3603
6,4467871,74,15,1,1,0,2,1,17947,1,1,3,1,3,3765,7,84,391,1040,0,169,344,344,106,1709.333
3,4467911,28,16,1,1,3,1,2,125000,0,1,2,7,1,5705,5,669.3333,240,1820,0,80,378.6667,726,60,4812
1,4468011,61,16,2,1,2,3,4,175000,0,1,9,1,3,6515,2,70,180,4766.6667,768,420,211,292,834,3868.667
2,4468021,36,12,1,1,11,1,4,48200,0,1,8,8,1,3590,6,0,100,1300,0,70,863,0,160,4630
5,4468111,57,12,1,1,7,3,1,12000,0,2,,1,1,2464,7,0,0,346.6667,108,0,433.3333,0,0,1708
3,4468141,52,15,1,1,1,1,3,105000,0,1,8,1,0,6428,7,160,101,1906.6667,138,39,2190,1906,470,5801.667
2,4468201,31,15,1,5,4,1,4,127601,0,1,9,1,4,13418,3,320,640,3033.3333,352,0,875,1092,650,3883.667
3,4468271,71,14,2,1,11,2,1,0,0,1,9,1,1,5154,7,266,0,1473.3333,355,0,458,1003,252,16553
3,4468541,77,16,1,1,0,3,2,100535,1,1,9,1,2,6219,1,332,250,2073.3333,614,100,934,1737,400,6262.667
2,4469061,76,12,1,1,0,1,2,13862,1,1,1,1,2,3974,4,153,285,650,0,75,575,1894,222,1297
4,4469251,43,16,2,1,2,1,4,0,0,1,2,1,0,4221,4,904,220,2296.6667,80,130,387,343.3333,200,4000.667
5,4469491,37,16,1,1,3,5,1,45000,0,1,5,8,0,7796,7,223,149,780,0,0,1315,326,160,2202
1,4469611,68,13,1,1,0,5,1,36000,1,1,2,8,0,2970,6,280,220,736.6667,0,38,0,290,126,2280
6,4469721,28,11,1,1,7,5,2,24384,0,1,6,1,1,4747,7,0,220,1115,74,46,933,0,210,850
3,4469931,47,12,1,1,10,1,2,160000,0,1,5,1,3,6554,2,330,315,1430,400,46,1333.6667,600,200,9292.667
2,4470301,67,15,1,1,0,1,2,62671,1,1,7,1,6,5096,7,213,310,1083.3333,177,0,1520,1280,394,1569
2,4470571,53,12,1,1,4,1,4,0,0,1,8,1,3,6417,7,0,500,762.6667,130,0,0,560.6667,0,5844.333
2,4470791,48,15,2,1,3,1,4,433950,0,1,8,1,3,5638,6,3102.3333,427,3620,499,157,576,826,350,10657
4,4470821,38,14,2,2,3,1,5,0,0,1,3,1,1,7169,1,18,144,1213.3333,180,72,1430,1254.6667,260,1788
2,4470841,69,13,2,1,0,1,2,82790,1,1,9,1,2,6890,4,246,0,823.3333,0,0,420,1482,316,3263.667
5,4470861,87,16,1,1,0,1,2,49958,1,2,,1,1,7040,3,617,150,736.6667,0,20,1110,2970,0,1878
6,4471331,38,13,1,1,7,1,2,2900,0,1,9,1,1,5134,6,300,140,494,120,40,640,657.3333,300,2858
1,4471411,56,13,1,4,0,1,4,125400,2,1,2,1,3,7261,2,330,169,996.6667,278,92,270,90,456,5515
6,4471481,72,12,2,2,0,3,1,2328,4,1,3,8,0,7283,4,174,190,1516.6667,0,85,0,6,158,768
1,4471671,42,15,1,4,12,5,1,0,0,1,8,1,1,3103,7,0,400,780,140,60,455,0,100,4225.333
1,4471711,66,12,1,2,1,3,1,0,0,1,7,1,2,4445,2,357,200,1733.3333,0,0,400,6,680,4880
1,4471731,45,13,1,1,10,1,3,137000,0,1,1,1,0,3966,5,600,0,2946.6667,0,0,1030,1220,105,4574.333
6,4471801,50,12,1,1,0,5,1,2304,4,1,2,8,0,1789,5,280,97,520,0,65,56.6667,18,80,1796
6,4472021,72,12,2,1,0,2,1,21003,1,1,2,5,1,2650,7,172,280,606.6667,0,0,99,790,60,1547.333
5,4472101,79,13,2,1,0,1,2,3470,1,1,7,1,3,5390,7,262,26,1300,161,0,483,2015.3333,157,894.667
2,4472141,35,14,2,2,3,1,6,110935,0,1,2,1,2,5648,1,385,274,2036.6667,475,146,1144,346,345,4075.333
2,4472261,81,11,2,4,0,2,1,14371,1,1,9,6,0,3140,3,115,35,513.3333,0,60,0,550,0,1250.667
6,4472481,64,14,2,1,0,1,4,87374,1,1,9,1,2,4356,3,424,196,1300,204,92,558,3039,366,1736
3,4472521,52,15,2,1,14,3,2,105540,0,1,4,3,4,7166,3,290,338,1213.3333,106,112,924,1806,196,4262
6,4472574,30,15,1,1,7,5,1,36000,0,1,7,8,1,3575,6,26,50,346.6667,0,0,100,336,70,1565.333
5,4472671,32,16,1,1,0,1,3,10100,3,1,8,1,2,5426,2,752.6667,0,857.3333,0,0,1183.3333,400,210,917.333
1,4503251,24,13,1,1,14,5,2,40000,0,2,,1,3,3487,2,50,55,476.6667,40,25,678.3333,0,32,898
6,4503261,76,12,2,1,0,1,4,44056,2,1,9,1,4,8965,4,149,257,780,105,0,250,631,54,1263
6,4503341,20,13,1,1,3,5,2,67400,0,1,4,1,2,4334,3,770,15,476.6667,0,0,86.6667,0,0,360
2,4503651,30,13,1,1,10,3,5,17000,0,1,8,9,3,5533,3,116,215,1170,0,30,400,0,86,406
3,4503871,20,12,1,1,10,5,4,29000,0,1,7,1,2,2578,2,0,165,368.3333,130,45,206.6667,340,110,1415
6,4504141,47,12,1,1,10,4,1,0,0,1,8,8,2,3295,7,0,35,528.6667,0,0,250,0,48,1115
5,4504201,26,13,2,1,6,1,3,75000,0,1,7,8,2,5193,1,60,146,1343.3333,94,0,113.3333,0,200,1725
4,4504291,28,12,2,1,0,5,1,2448,4,1,7,8,0,3428,2,126,120,433.3333,0,0,0,0,50,452
6,4504531,52,13,2,2,3,1,2,0,0,1,5,1,3,2956,3,21,150,476.6667,0,0,102,402,0,1114.333
5,4504714,59,12,2,1,0,1,4,13639,4,1,7,1,1,9300,3,0,130,281.6667,80,0,65,140,83,932
1,4504781,50,15,2,1,3,5,4,27176,0,1,7,9,1,2945,3,84,135,1040,91,0,40,1,50,322
6,4504971,59,15,1,1,12,4,1,0,0,1,1,1,1,1344,4,146,230,346.6667,200,200,50,606.6667,236,2512.333
5,4505001,59,14,2,1,4,1,10,109648,0,1,8,1,5,9695,4,1233,116,1235,90,29,705,410,0,727
1,4505061,53,13,1,1,10,1,3,194000,0,1,1,1,3,5827,6,109,245,1061.6667,0,0,260,162.6667,357,2726.333
6,4505091,28,15,1,1,3,5,1,90000,0,1,3,8,1,3920,4,0,130,1300,0,0,153.3333,216.6667,20,1998.667
5,4505211,79,12,2,1,0,4,1,16627,1,1,4,8,1,2917,3,0,50,368.3333,0,0,529,545,0,383
2,4505291,67,13,1,1,0,1,2,75152,1,1,8,1,12,10499,5,195,97,390,94,17,275.3333,437,32,1664.333
5,4505391,63,15,1,1,0,3,1,0,6,1,1,8,2,3267,7,50,80,528.6667,0,0,300,0,80,1440
2,4505461,56,15,1,1,3,1,3,146900,0,1,4,1,5,10810,4,749,96,1227.6667,48,0,269,834.3333,428,1928.333
1,4505551,41,14,2,1,3,1,4,70580,0,1,4,1,2,4930,4,56,128,919,120,54,700.3333,325.6667,100,1612
2,4505741,34,16,2,1,3,5,1,100000,0,1,5,1,1,2714,4,224,220,1408.3333,65,0,464,453,105,1283.667
5,4506081,47,16,1,1,2,1,6,176364,0,2,,1,7,10318,4,303,91,1885,75,90,808,336,123,819.333
5,4506161,62,13,1,4,0,1,2,44234,1,1,9,8,1,4029,3,165,75,260,0,0,60,290,29,1126
4,4506321,87,12,1,1,0,2,2,35270,1,1,4,1,2,4320,6,115,135,1191.6667,0,0,50,1196,60,511.667
6,4506331,50,15,2,1,10,1,8,199000,0,1,2,1,4,4696,3,136,260,1343.3333,0,0,739.3333,355,311,6011.333
5,4506381,70,12,1,1,0,3,2,86099,1,1,9,1,7,5997,5,184,105,368.3333,105,80,188,616,82,3111.667
6,4506451,34,15,2,2,15,5,1,70200,0,1,9,3,1,6248,3,0,200,1213.3333,0,0,120,0,110,4669.667
3,4506571,61,11,2,1,10,3,2,0,0,1,3,1,1,3949,3,0,111,730.3333,0,0,0,0,200,995.667
3,4506621,43,14,2,2,0,5,3,12200,5,1,5,8,0,2626,3,0,121,628.3333,33,59,80,60,150,673
5,4506841,63,13,1,1,0,1,2,19483,4,1,8,8,1,3795,6,0,79,368.3333,50,0,197,301,70,654
6,4506881,56,12,1,1,11,5,1,50000,0,1,4,1,1,4954,3,87,62,281.6667,85,20,185,651.6667,40,420.333
4,4507021,79,14,2,4,9,2,1,0,0,1,9,1,0,4612,3,371,60,780,98,0,36.6667,190,135,1869.333
6,4507481,67,12,2,1,4,1,2,49685,0,1,7,1,2,3303,1,20,60,216.6667,100,0,515.6667,634,130,567.333
5,4507571,45,15,1,1,0,5,2,42535,2,1,5,1,0,3172,3,60,73,260,29,0,540,145,50,573
3,4507611,50,15,1,4,3,1,3,0,0,1,9,8,2,4089,5,0,30,476.6667,0,0,0,100,80,1740
3,4507761,46,12,1,2,10,1,7,35488,0,1,2,8,1,3735,5,120,70,476.6667,0,45,400,0,205,3435
1,4508131,32,13,2,1,2,1,4,60000,0,1,3,1,2,4560,3,0,180,780,200,150,291,234,300,996.333
5,4508183,40,15,2,1,0,1,3,0,2,1,9,8,1,5287,4,0,0,381.3333,0,0,91.6667,0,0,2200
5,4508191,58,10,1,1,10,3,2,12000,0,1,5,9,2,3107,3,0,164,43.3333,145,0,143.3333,0,60,660.667
3,4508241,58,15,2,1,3,3,2,38000,0,1,7,1,1,3481,3,15,175,650,50,0,40,240,198,566.833
6,4508441,71,12,1,2,11,1,3,28000,0,1,3,1,4,6058,3,50,70,671.6667,95,62,189,76,67,1238
6,4508501,69,13,2,2,10,3,1,15032,0,1,4,8,1,4591,4,81,0,216.6667,0,0,105,322,63,441.667
4,4508511,63,14,2,1,3,1,3,88598,0,1,5,1,2,9657,4,26,101,780,53,0,126.6667,509.6667,135,3662.667
5,4508571,60,14,1,1,7,3,1,65000,0,1,3,8,2,5411,3,0,116,1083.3333,0,0,159,336,134,1289
5,4508831,40,12,1,1,7,1,2,77000,0,1,9,8,1,5071,5,318,125,671.6667,0,0,359,80,15,2219
5,4508871,70,16,2,1,0,5,1,51211,1,1,6,1,1,4069,3,521,257,693.3333,50,0,60,669,123,1620.333
4,4509121,59,15,1,1,1,1,4,178183,0,1,9,1,2,7480,3,145,18,3033.3333,246,9,300,245,213,2353
1,4509351,23,15,2,1,3,5,1,101200,0,1,2,1,0,3921,4,0,135,390,0,0,73.3333,0,0,4293.333
5,4509421,64,13,2,1,0,2,1,6443,4,1,9,8,1,5515,3,50,100,606.6667,0,0,1333,5430,67,1524
2,4509551,68,15,1,6,0,1,2,3470,1,1,5,1,3,3045,3,238,220,390,26,0,500,290,100,996.667
1,4509561,51,15,1,1,1,1,4,303650,0,1,9,1,3,6131,3,24638,70,1928.3333,140,30,574,244.6667,205,3417.667
3,4509721,64,16,1,1,0,1,2,29890,1,1,5,1,2,3126,6,117,120,996.6667,63,15,589,320,165,1053.333
6,4509731,58,12,2,1,3,1,2,70143,0,1,2,1,3,5218,4,128,120,621.3333,45,70,641,284,68,657.333
5,4509791,38,15,2,1,3,3,1,135000,0,1,8,7,1,8292,4,25,45,1018.3333,0,0,306.6667,255,100,2500
6,4509871,59,13,2,1,10,1,2,26000,0,1,9,2,0,6168,4,200,90,433.3333,0,0,162,17,0,1290
1,4510111,57,15,2,1,10,2,1,0,0,1,5,4,1,2864,6,70,110,520,80,0,527,300,70,1685
5,4510261,32,15,1,1,10,1,2,110000,0,1,4,1,2,6977,4,403,100,1166.6667,0,100,429.3333,400,150,1803.333
6,4510311,60,13,2,1,0,1,2,100000,2,1,2,2,0,2397,3,82,125,527,350,180,529,0,173,2370.667
3,4510331,35,15,2,1,10,4,5,145000,0,1,9,1,3,2370,4,374,90,996.6667,0,45,485,5,140,2533
5,4510341,59,12,2,2,5,5,4,65084,0,1,2,8,1,5392,5,695,548,598,0,0,1140,252,408,9481
3,4510351,57,12,2,1,0,3,8,83336,4,1,6,1,4,7590,3,3115,798,4290,125,0,462.3333,283,641,6609.333
3,4510431,82,0,1,1,0,1,2,32270,1,1,3,1,2,2613,3,183,85,195,220,60,50,290,100,913.667
3,4510701,87,16,1,1,0,1,3,13624,1,1,5,1,1,4684,5,141,340,1343.3333,55,0,92,340,240,1087.333
3,4510891,51,15,1,1,3,1,2,614331,0,1,5,1,4,8128,3,1298,262,1543.3333,0,0,2465,723,300,4516
2,4510911,87,14,2,2,0,3,1,10361,1,1,2,7,0,3971,3,0,25,225.3333,0,22,0,145,50,492
3,4511022,25,14,2,1,7,5,1,21500,0,1,5,1,1,3203,7,0,0,108.3333,0,0,489,119.3333,80,80
2,4511151,51,13,2,1,1,3,1,82200,0,1,3,8,1,2946,5,588,35,888.3333,0,0,110,108,350,1315
6,4511251,71,13,2,1,8,1,2,151158,0,1,7,1,2,6399,5,180,351,931.6667,80,0,742.3333,1041,74,3108
4,4511781,56,15,2,1,3,1,2,133100,0,1,3,1,2,4522,5,90,204,1191.6667,75,96,130,663,60,15532
3,4512001,48,15,1,1,0,5,2,21307,4,1,5,1,0,4697,4,84,120,407.3333,40,48,0,145,0,879.333
4,4512011,59,15,2,1,3,5,1,135000,0,1,3,8,1,9031,4,290,39,801.6667,0,0,1119,196,118,751.667
2,4512021,38,12,2,1,3,1,3,7200,0,1,7,1,2,14478,3,137,80,541.6667,63,20,170,1401,0,1562.667
1,4512031,47,14,2,1,0,1,4,150000,2,1,9,1,3,10076,5,220,255,1625,30,13,151.6667,433.3333,189,3488
6,4512201,58,15,2,2,0,5,2,38272,4,1,5,2,1,8782,6,98,200,1623.3333,40,65,885,1197,35,4167.333
2,4512371,64,13,2,1,7,2,1,33000,0,2,,1,4,5919,3,21,30,433.3333,64,27,566,60,94,1175
6,4512381,39,16,2,1,3,5,1,72062,0,1,9,8,1,6471,7,206,50,663,0,78,42,368.6667,230,1997.667
1,4512481,58,16,2,1,3,4,1,13020,0,1,1,1,0,6156,6,105,230,1603.3333,0,128,371.6667,326.6667,109,1881.333
6,4512551,53,12,2,2,10,1,2,115000,0,1,7,8,4,3553,6,143,160,1776.6667,56,38,1302,574,194,2065
5,4512771,77,10,1,4,0,1,2,1100,1,1,9,1,0,2452,4,0,0,650,0,0,0,622.6667,0,1866
5,4512991,50,13,2,1,10,1,4,59562,0,1,5,9,2,4510,4,0,340,910,18,0,318,70,70,622.667
4,4513041,25,15,1,1,3,1,2,37000,0,1,5,1,2,2467,3,10,240,866.6667,75,0,849,433.3333,96,1288.667
4,4513051,44,14,2,1,3,5,1,57000,0,1,4,5,1,5501,6,230,70,325,0,50,420,275,75,994
3,4513081,77,15,1,1,0,1,2,191111,1,1,3,11,0,7463,5,342,114,650,132,60,740,1601,228,3016.667
2,4513271,75,10,1,1,12,1,2,28122,0,1,7,1,3,7437,4,0,77,325,63,0,187,415,56,354
2,4513301,65,12,2,2,4,3,1,55005,0,1,9,1,1,9042,7,163,0,866.6667,0,0,455.6667,977.3333,60,3468.333
1,4513381,61,12,2,1,4,5,1,30000,0,1,4,1,1,3551,7,5,79,208,74,50,175,108.3333,0,793.667
2,4513581,49,14,1,1,11,1,3,268000,0,1,9,1,6,7300,7,1205,0,1451.6667,0,50,719,82.3333,315,3193.667
1,4513721,52,15,1,1,1,5,2,175010,0,1,9,2,2,8414,4,90,75,1061.6667,160,37,261,0,135,2822
1,4513801,34,12,1,4,10,1,5,54080,0,1,8,1,2,2975,3,10,400,498.3333,150,30,180,0,100,2471.333
2,4513871,49,14,2,1,0,3,2,31280,4,1,5,1,0,5622,4,0,0,433.3333,0,0,0,145,0,1600
2,4513901,66,14,1,1,0,3,1,1900,4,1,9,1,1,3163,3,87,117,845,95,25,457,360,92,6507.333
5,4514101,44,15,1,1,6,5,1,23000,0,1,3,8,1,3691,7,66,50,433.3333,0,60,96.6667,340,76,3350
6,4514111,53,12,2,1,0,1,2,44860,4,2,,1,1,3047,3,176,85,359.6667,100,0,190,925,137,5800.833
1,4514141,65,12,1,2,0,5,1,6912,4,1,6,1,2,5382,3,74,90,186.3333,60,20,67.3333,145,46,716
6,4514231,24,16,1,1,3,5,2,0,0,1,2,8,0,2293,7,31,110,996.6667,0,27,0,0,49,3004
5,4514271,31,16,2,1,2,1,1,44000,0,1,4,1,1,6181,4,87,39,368.3333,71,50,100,257,0,2178
6,4514291,58,12,2,2,4,5,1,0,0,2,5,1,0,8261,5,0,70,108.3333,0,0,505,117,60,480
1,4514371,54,15,2,4,3,5,1,0,0,1,2,8,0,1160,7,110,0,86.6667,0,0,15,0,45,45
2,4514391,69,13,1,1,0,1,2,172255,1,1,9,1,4,6317,3,122,191,481,200,29,40,290,267,1318
4,4514441,47,15,2,1,1,1,4,213000,0,1,9,1,3,5871,5,348,326,1300,261,45,257,378.3333,240,2127.333
6,4310264,32,13,2,1,4,5,3,34400,0,1,9,1,2,3590,5,0,745,2340,275,240,1828,480,0,6163
1,4310374,52,16,2,1,3,1,4,160000,0,1,7,1,3,7297,6,1371,285,2824,210,180,2880,685,315,5537
3,4310434,71,16,1,1,4,1,2,99922,0,1,5,1,2,10692,7,1700,385,2649,311,121,1126,3010,210,3828
5,4310724,47,13,1,1,10,1,1,52000,0,1,2,1,0,1784,6,0,0,3900,0,0,399,1028,225,2265
5,4310764,42,15,1,6,15,3,2,86000,0,1,8,1,2,2480,6,0,620,1040,240,0,1060,3823,255,3087.5
4,4310914,87,11,2,1,0,2,3,30900,1,1,3,1,1,3501,6,0,255,1235,0,105,205,495,228,2782
2,4311284,70,13,2,1,3,1,2,0,0,1,4,1,4,2214,5,1156,600,1495,180,0,1184,7167,234,2258
2,4311324,45,12,1,1,3,5,1,10000,0,1,2,8,0,2880,1,105,201,1040,0,51,110,0,201,3540
5,4311584,39,13,1,1,1,1,5,75000,0,1,3,8,0,3462,7,350,565,2317,0,0,4337,295,574,8189
3,4312094,60,12,2,1,1,3,1,19200,0,1,8,1,1,3757,7,204,120,650,0,0,615,2690,180,2535
1,4312254,63,15,2,1,1,2,1,298941,0,1,9,1,3,3901,5,1175,480,6799,366,221,4415,1686,30,13506
4,4312304,77,13,2,4,0,1,1,22071,1,1,9,1,1,7196,5,0,170,1235,60,0,90,535,136,1105
4,4312344,52,14,2,1,4,1,5,190500,0,1,3,1,4,6972,5,806,340,2275,365,110,779,1885,1172,7227
6,4312654,42,15,2,1,5,5,4,29940,0,1,5,1,3,4060,5,200,615,1950,207,0,981,0,201,9726
2,4312704,22,13,2,1,3,5,1,7200,0,1,5,2,1,8236,6,0,480,1495,120,0,610,0,330,3495
1,4312954,87,13,2,2,0,2,2,12319,1,1,9,1,1,6892,4,0,179,351,113,76,65,1386,209,1167.5
1,4313074,62,11,2,1,10,3,5,61000,0,1,2,4,1,7464,5,570,1053,3680,279,90,1501,591,536,6384
5,4313084,40,13,1,1,13,3,2,35000,0,1,,1,1,4754,6,90,600,1144,600,0,850,163,300,5700
3,4313264,28,15,2,1,4,5,2,41600,0,1,2,8,1,4242,4,634,242,845,37,0,574,0,795,4125
3,4313294,43,15,2,1,3,1,4,186200,0,1,3,1,2,3855,6,1583,543,3098,0,567,1364,2367,687,13988
1,4313374,70,10,2,1,10,3,1,10035,0,1,7,1,1,2805,5,205,453,65,362,0,462,1068,0,1290
3,4313644,47,12,1,1,10,1,4,0,0,1,6,1,2,6152,5,3252,475,5850,1200,0,930,50,0,6573
1,4313744,51,15,2,2,2,1,5,140000,0,1,7,1,4,1838,3,541,600,2470,450,150,2322,3891,1200,4641
4,4313814,38,15,1,1,3,5,2,201621,0,1,9,3,2,6185,6,942,545,10634,106,238,18698,0,270,7041
3,4313904,67,12,1,1,0,1,2,22721,1,1,7,8,2,1992,5,45,597,1495,251,0,435,1165,635,4153
4,4313944,34,13,2,1,0,1,4,39000,2,1,7,1,8,2658,5,579,0,2925,0,0,1130,2043,660,1420
1,4314004,47,16,1,1,3,1,3,356641,0,1,3,1,3,11735,7,3204,260,2757,249,71,1145,6907,579,12293
3,4314144,51,16,1,4,3,1,2,243000,0,1,8,1,3,6736,3,14246,175,3835,142,33,6881,404,741,16597
6,4314264,54,15,1,1,1,1,4,152000,0,1,2,3,1,4032,5,331,450,3185,225,45,3028,950,750,11003
6,4314284,57,15,1,1,3,1,3,209000,0,1,5,1,3,3776,6,42,1163,3094,384,96,39658,480,453,5467
5,4314454,39,11,1,1,12,1,2,43000,0,1,6,1,2,3698,5,0,600,1105,45,0,505,0,300,3945
6,4314614,77,14,2,1,0,1,2,98282,1,1,5,1,2,4111,5,435,0,2197,166,34,1098,4629,195,2084
6,4314654,67,13,1,1,10,1,2,0,0,1,5,1,4,2336,3,106,540,2210,60,0,1460,1440,750,2283
4,4314664,77,14,2,1,0,2,1,12739,1,1,9,3,1,4777,4,183,31,455,0,0,147,1571,99,844
1,4314694,63,15,1,1,1,1,2,276032,0,1,9,1,4,3182,5,495,935,1170,203,0,0,7560,0,18830
4,4314744,49,14,2,1,0,1,6,75000,2,1,,1,1,8687,7,313,600,1990,675,300,4372,1151,282,4585
2,4314954,58,15,2,1,3,1,3,516186,0,1,1,1,4,10022,5,807,994,5261,185,0,2389,2132,1286,4237
1,4315074,66,14,1,1,10,1,2,43000,0,1,8,8,1,1411,5,0,433,1338,0,0,0,0,0,4333
6,4315214,35,16,2,1,10,5,1,298941,0,1,9,3,0,7335,5,506,129,4030,63,124,5089,91,159,11808
4,4315304,87,12,2,1,0,2,1,33379,1,1,3,1,1,6414,5,352,293,1455,60,86,180,2955,276,1965
2,4315414,33,13,2,1,0,1,4,0,2,1,7,1,3,5581,6,360,696,2745,135,0,1309,450,720,4566.5
4,4315544,76,12,2,4,0,2,2,23570,1,1,9,1,1,2627,1,127,250,1300,0,0,240,870,263,1623
5,4315734,22,15,1,1,5,5,2,54000,0,1,2,3,1,2613,5,40,0,1115,0,0,1817,532,0,1705
3,4315894,43,15,1,1,7,1,5,395941,0,1,9,1,3,8092,5,652,164,5070,135,20,1661,695,366,10362
1,4316094,77,16,1,1,0,1,2,99470,1,2,,1,3,4269,7,420,405,3094,156,0,920,3328,637,10202
6,4316144,72,15,1,1,1,1,2,113718,0,2,,1,2,2725,2,555,450,2080,350,81,1810,2730,146,3347
5,4316234,63,13,2,1,3,3,1,300941,0,1,8,1,2,3367,2,25,175,2532,1620,32,931,940,475,5106
5,4316334,64,15,1,1,1,1,2,129623,0,1,,1,3,4412,5,489,438,3300,417,45,1794,3960,1037,4513
4,4316364,74,15,1,1,0,1,2,53870,1,1,5,8,2,1948,7,736,698,2618,0,183,240,1260,554,7659
5,4316384,50,11,2,1,0,5,4,23000,5,1,9,6,2,3949,6,1089,690,1560,0,21,1500,0,0,5331
2,4316394,28,16,1,1,3,1,3,48000,0,1,4,1,3,3433,2,249,251,2131,105,74,15064,1709,234,3835
5,4316734,42,13,2,1,4,3,4,12000,0,1,7,1,1,2022,5,270,390,1750,225,120,1393,2025,660,1795
3,4316824,61,16,1,1,2,1,2,154000,0,1,9,1,2,4465,4,1960,105,4910,0,120,7473,340,540,4599
5,4317054,67,12,1,1,5,1,2,48070,0,1,2,1,2,3533,5,478,375,1670,90,0,781,1090,275,3716
1,4317114,37,12,1,1,1,3,1,0,0,1,9,8,1,2185,5,255,300,2080,210,120,480,1200,660,9885
3,4317154,87,16,1,1,0,5,1,63191,1,1,2,8,1,3300,7,0,0,2600,0,0,316,1824,234,12835
2,4317164,81,11,2,1,0,1,3,59330,1,1,9,9,1,3499,3,694,600,650,356,258,742,2925,354,4039.5
3,4317194,37,15,2,1,7,1,2,115938,0,1,8,8,3,2461,5,489,450,1365,0,0,736,1100,750,4658
4,4317534,76,15,2,1,0,1,2,71306,1,1,9,1,2,7336,5,774,248,4160,212,111,1322,1339,311,9134
2,4317544,87,13,2,1,0,2,1,23335,1,1,4,6,1,2588,5,2288,482,1511,0,104,650,867,111,2843
3,4317554,65,11,1,1,11,3,1,39276,0,1,7,8,1,2327,5,39,350,1820,135,0,741,435,465,3336
5,4317824,58,15,2,1,14,1,3,72600,0,1,9,8,1,7484,5,380,292,2955,0,37,2054,1995,1215,6525
3,4317914,32,15,1,4,5,1,4,0,0,1,9,1,0,5368,2,2475,576,3770,582,0,2829,1625,1701,8583
4,4317974,64,16,1,1,8,1,4,17000,0,1,4,4,2,2312,2,297,460,3900,327,100,1359,6928,690,4939
2,4318204,68,16,1,1,0,5,1,0,1,1,2,7,1,2503,5,1840,215,1625,0,80,580,1308,330,1835
1,4318254,72,12,2,1,0,2,1,15415,1,1,6,4,1,3047,2,0,421,468,136,0,293,445,0,1985
5,4318624,27,15,1,1,3,1,2,158000,0,1,5,1,3,5729,7,2494,279,2235,280,0,1181,415,201,2616
3,4318804,70,15,2,1,0,1,2,74350,1,1,3,1,2,12523,7,1691,561,2854,266,127,449,3059,488,5568
3,4318834,63,13,1,1,14,3,1,25001,0,1,5,1,12,3097,6,36,390,845,225,0,4855,0,579,1730
1,4318864,78,16,1,1,0,1,2,68696,1,1,8,1,0,8397,6,0,291,1950,285,150,705,1152,0,5952
5,4318944,63,16,2,1,2,1,2,100240,0,1,2,1,5,6235,5,4214,484,875,0,0,818,1239,540,3114
4,4319064,74,12,2,1,0,3,4,14911,1,1,9,1,1,5416,7,537,500,2137,420,0,1211,1267,627,4015
1,4319214,51,15,2,1,2,1,5,137020,0,1,8,1,4,6867,5,3014,303,2539,242,57,2967,4370,486,3953
1,4319444,46,11,1,2,0,5,1,11587,4,1,3,3,0,1726,5,0,432,780,0,0,75,435,90,658
1,4319454,58,12,1,1,7,1,3,117295,0,2,,1,5,3834,5,123,860,2730,244,0,2103,2054,720,3625
5,4319474,26,15,1,2,3,1,2,86000,0,1,3,1,1,2996,5,84,191,1730,127,76,1536,1235,270,3588
1,4319504,71,14,2,1,0,1,4,163870,1,1,9,1,5,6315,2,586,409,5070,85,0,1868,3125,318,6580
1,4319884,34,16,2,2,10,4,2,0,0,1,3,8,0,2029,6,327,238,1985,30,151,1905,0,0,4779
4,4320014,87,13,1,1,0,1,2,3470,1,1,5,2,4,3592,5,997,730,2860,99,0,155,1210,444,17698
1,4320024,70,12,1,1,0,1,2,32880,1,1,3,1,2,4449,6,320,259,845,282,30,416,2825,60,2034
6,4320034,65,12,2,1,0,1,2,34862,1,1,5,1,6,2500,2,1509,0,325,869,0,933,1104,542,22342
3,4320144,44,16,2,2,2,1,2,200000,0,1,2,8,0,3326,6,0,165,2015,0,65,300,20,210,6837
3,4320164,29,12,2,1,10,1,2,20600,0,1,7,1,1,1347,5,0,297,780,230,168,532,0,0,1245
4,4320184,29,13,2,1,5,5,4,3470,0,1,8,1,3,1461,2,90,1200,1430,360,0,1350,435,953,6951
1,4320344,68,15,2,1,3,3,1,80000,0,1,1,1,1,1788,6,119,360,1820,0,301,549,1534,150,2622
4,4320764,35,13,1,1,12,1,6,54000,0,1,5,1,2,1624,5,24,1042,1560,908,0,948,0,240,6543
1,4321074,65,16,2,1,1,3,2,58185,0,1,2,1,2,2765,2,284,247,953.3333,175,58,288,1056,256,2562.667
